path,file_size,compressed_size,status,reason
NEXT_PROMPT_PUBLIC_PLATFORM_RUNTIME_COMPLETION_MEDIA_SERVICES_OPERATIONAL_HARDENING_2026_05_21.md,582,390,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_PLATFORM_RUNTIME_CONSOLIDATION.md,735,473,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_ROUTE_CANONICALIZATION_2026_05_22.md,370,261,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_ROUTE_CANONICALIZATION_CERTIFICATION_RETEST_2026_05_22.md,659,366,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_RUNTIME_CONSOLE_ERROR_HARDENING_ASSET_FALLBACK_CLEANUP_2026_05_21.md,862,563,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_RUNTIME_CONSOLE_ERROR_HARDENING_RETEST_2026_05_21.md,570,396,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_RUNTIME_CONSOLE_HARDENING_COMPILE_HOTFIX_2026_05_21.md,704,469,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_RUNTIME_CONSOLE_ROOT_CAUSE_CONTRACT_FIX_2026_05_21.md,480,355,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_RUNTIME_FINAL_CERTIFICATION_EVIDENCE_INTAKE_2026_05_21.md,769,477,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_RUNTIME_ROOT_CAUSE_RETEST_EVIDENCE_FINAL_SHELL_DECISION_2026_05_21.md,1043,615,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_RUNTIME_SUPABASE_OPTIONAL_QUERY_HARDENING_2026_05_21.md,734,475,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_SCHEMA_CONTROLLED_MIGRATION_STATUS_RPC_RETEST_2026_05_22.md,761,507,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_SCHEMA_CONTROLLED_OWNERSHIP_MIGRATION_2026_05_22.md,1287,733,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_SCHEMA_CONTROLLED_OWNERSHIP_MIGRATION_COMPATIBILITY_WRAPPERS_2026_05_22.md,532,351,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_SCHEMA_PHASE1_PLATFORM_SHELL_SITE_CONTENT_ADAPTER_REMEDIATION_2026_05_23.md,1261,719,quarantine,historical_root_document
NEXT_PROMPT_PUBLIC_SCHEMA_SOVEREIGNTY_INVENTORY_2026_05_22.md,404,251,quarantine,historical_root_document
NEXT_PROMPT_ZAKAT_DOMAIN_OWNERSHIP_COMPILE_CONTRACT_HOTFIX_2026_05_22.md,278,195,quarantine,historical_root_document
NEXT_PROMPT_ZAKAT_DOMAIN_OWNERSHIP_COMPILE_HOTFIX_RETEST_RESULT_INTAKE_2026_05_22.md,1223,732,quarantine,historical_root_document
NEXT_PROMPT_ZAKAT_DOMAIN_OWNERSHIP_REALIGNMENT_BILLING_INTEGRATION_CONTRACT_2026_05_22.md,115,111,quarantine,historical_root_document
NEXT_PROMPT_ZAKAT_OFFICIAL_CONFIG_WRAPPER_PRODUCTION_CONTENT_CERTIFICATION_2026_05_22.md,230,182,quarantine,historical_root_document
NEXT_PROMPT_ZAKAT_PUBLIC_PAGE_PWF_SIS_VISUAL_HARMONIZATION_2026_05_22.md,439,297,quarantine,historical_root_document
NEXT_SESSION_PROMPT_ACCESS_ROLE_SEMANTICS_UNIT_ADMIN_SUPERUSER_LABEL_CORRECTION_2026_06_04.md,482,333,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_OWNERSHIP_DEPENDENCY_REDUCTION_2026_05_26.md,392,263,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_OWNERSHIP_PHASE_C_SERVICE_CENTER_2026_05_28.md,732,493,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_OWNERSHIP_WAVE_A_SAFE_STOP_2026_05_26.md,658,427,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B0C.md,539,381,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_AFTER_SERVICES_CLOSURE.md,1289,701,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_ANNOUNCEMENT_DETAIL_FIX_2026_05_20.md,995,613,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_CONTROLLED_MEDIA_IMPORT_SEED_APPLY.md,753,458,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_FLUTTER_MEDIA_RUNTIME_REROUTE_EVIDENCE_INTAKE.md,789,490,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_CONTRACT_APPROVAL.md,811,475,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_DRAFT.md,519,319,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_LOCATIONS_AUTHORITY.md,758,406,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_MEDIA_LOCATIONS.md,781,480,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_MEDIA_PUBLIC_WRAPPER_ACTIVATION.md,527,370,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_MEDIA_PUBLIC_WRAPPER_RESULT_INTAKE.md,365,273,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A_MEDIA_RUNTIME_BROWSER_CLICKTHROUGH_EVIDENCE_CLOSURE.md,703,454,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A1.md,786,452,quarantine,historical_root_document
NEXT_SESSION_PROMPT_DATABASE_WAVE_B1A2.md,626,425,quarantine,historical_root_document
NEXT_SESSION_PROMPT_FONT_AWESOME_11_RUNTIME_COMPILE_LOCK_ALIGNMENT_HOTFIX_2026_06_01.md,369,304,quarantine,historical_root_document
NEXT_SESSION_PROMPT_FONTAWESOME11_CONST_ICONDATA_ANALYZER_HOTFIX_2026_05_31.md,517,357,quarantine,historical_root_document
NEXT_SESSION_PROMPT_FULL_SITE_AUDIT_ADMIN_DATABASE_MIGRATION_ALIAS_DIRECT_RETEST_2026_05_29.md,768,426,quarantine,historical_root_document
NEXT_SESSION_PROMPT_FULL_SITE_AUDIT_AFTER_MEDIA_SERVICES_CLOSURE_2026_05_28.md,663,476,quarantine,historical_root_document
NEXT_SESSION_PROMPT_FULL_SITE_AUDIT_CLEAN_ADMIN_CONSOLE_RETEST_ALIAS_HOTFIX_2026_05_29.md,751,427,quarantine,historical_root_document
NEXT_SESSION_PROMPT_FULL_SITE_AUDIT_CLEAN_ADMIN_CONSOLE_RETEST_RESULT_2026_05_29.md,503,326,quarantine,historical_root_document
NEXT_SESSION_PROMPT_FULL_SITE_AUDIT_CLOSURE_DECISION_PACK_2026_05_29.md,1020,579,quarantine,historical_root_document
NEXT_SESSION_PROMPT_GOVERNING_CONTRACT_AFTER_ACCESS_GATEWAY_PUBLIC_SCHEMA_UPDATE_2026_06_05.md,599,413,quarantine,historical_root_document
NEXT_SESSION_PROMPT_HOME_HERO_RESPONSIVE_OVERFLOW_HOTFIX_2026_05_31.md,717,434,quarantine,historical_root_document
NEXT_SESSION_PROMPT_MEDIA_CENTER_ANALYZER_RUNTIME_RESULT_INTAKE_AWQAF_ASSIST_BLOCKER_2026_05_31.md,721,475,quarantine,historical_root_document
NEXT_SESSION_PROMPT_MEDIA_CENTER_RUNTIME_SOURCE_CERTIFICATION_2026_05_31.md,1034,566,quarantine,historical_root_document
NEXT_SESSION_PROMPT_MEDIA_CENTER_RUNTIME_SOURCE_ROOT_CUTOVER_2026_05_31.md,499,365,quarantine,historical_root_document
NEXT_SESSION_PROMPT_MEDIA_CENTER_SCOPED_RUNTIME_CLOSURE_AWQAF_DEFERRAL_2026_05_31.md,1089,612,quarantine,historical_root_document
NEXT_SESSION_PROMPT_MEDIA_CENTER_SOURCE_MARKER_RETEST_RESULT_INTAKE_2026_05_31.md,697,455,quarantine,historical_root_document
NEXT_SESSION_PROMPT_MEDIA_CENTER_SOURCE_MARKER_VISIBILITY_ADMIN_OVERFLOW_HOTFIX_2026_05_31.md,755,483,quarantine,historical_root_document
NEXT_SESSION_PROMPT_N2_32.md,482,359,quarantine,historical_root_document
NEXT_SESSION_PROMPT_N2_33.md,574,413,quarantine,historical_root_document
NEXT_SESSION_PROMPT_OWNERSHIP_ROUTING_CONTRACT_SCHEMA_MATRIX_2026_05_29.md,748,467,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PASSWORD_RECOVERY_AUTO_SESSION_USED_CODE_FALLBACK_HOTFIX_2026_06_04.md,416,272,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PASSWORD_RECOVERY_HASH_ROUTER_CODE_EXCHANGE_HOTFIX_2026_06_04.md,405,300,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PASSWORD_RECOVERY_PKCE_SAME_ORIGIN_INIT_HOTFIX_2026_06_04.md,271,198,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PASSWORD_RECOVERY_RESET_UPDATE_SESSION_SAME_PASSWORD_HOTFIX_2026_06_04.md,437,298,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PASSWORD_RECOVERY_SUCCESS_SAME_TAB_URL_SANITIZER_2026_06_04.md,878,512,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PASSWORD_RECOVERY_SUPPLEMENT_RUNTIME_IMPLEMENTATION_2026_06_04.md,380,239,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PASSWORD_RECOVERY_URL_SANITIZER_ANALYZER_LINT_CLOSURE_2026_06_04.md,502,339,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PHASE_B_MEDIA_CENTER_BROWSER_UAT_EVIDENCE_INTAKE_2026_05_28.md,786,467,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PHASE_B_MEDIA_CENTER_OWNERSHIP_CLOSURE_2026_05_26.md,264,198,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_ACCESS_GATEWAY_STAGING_CERTIFICATION_2026_06_04.md,355,257,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_ACCESS_GATEWAY_UAT_RETEST_RPC400_CLOSURE_2026_06_03.md,672,410,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_ACCESS_GATEWAY_UAT_RPC400_SAFE_FALLBACK_2026_06_03.md,524,324,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_AFTER_ACCESS_GATEWAY_HANDOFF_2026_06_05.md,961,542,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_ASSISTANT_MATURITY_CLOSURE_GATE_2026_05_25.md,499,329,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DATABASE_OWNERSHIP_CLOSURE_MASTER_PACK_2026_05_25.md,348,282,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEPENDENCY_FONT_AWESOME_ICONDATA_FINAL_MIGRATION_2026_05_31.md,618,376,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_8_2026_05_22.md,1074,684,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_8_AFTER_DIRECT_DEPENDENCY_REMEDIATION_PLAN_2026_05_23.md,1154,670,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_8_AFTER_GATE_RESULT_INTAKE_2026_05_22.md,1116,603,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_8_AFTER_PUBLIC_SCHEMA_GATE_2026_05_22.md,1171,577,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_8_AFTER_ROUTE_CONSOLE_REROUTE_PLANNING_GATE_2026_05_22.md,853,565,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_8_AFTER_SQL06_HOTFIX_2026_05_23.md,621,400,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_8_AFTER_SQL06_RETEST_RESULT_INTAKE_2026_05_23.md,1366,775,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_9_2026_05_23.md,2423,1225,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_9B_PHASE3_RUNTIME_PREFLIGHT_2026_05_23.md,1774,936,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_9C_PHASE3_SQL26_RETEST_RUNTIME_PREFLIGHT_2026_05_23.md,985,584,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_9D_RUNTIME_REMEDIATION_OWNER_WRITE_RPC_PREFLIGHT_2026_05_23.md,2073,1089,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_9E_OWNER_WRITE_RPC_REVIEW_IMPLEMENTATION_GATE_2026_05_23.md,1924,1024,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_9F_OWNER_WRITE_RPC_IMPLEMENTATION_AUTHORIZATION_REVIEW_2026_05_23.md,1750,983,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_9G_OWNER_WRITE_RPC_EXACT_BODY_REVIEW_2026_05_23.md,964,664,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10_2026_05_23.md,2142,1147,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10_OR_PHASE3_CONSOLIDATED_IMPLEMENTATION_CANDIDATE_2026_05_23.md,1356,838,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10B_EXECUTABLE_CANDIDATE_PACK_2026_05_23.md,677,433,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10B_OR_STREAM_SWITCH_2026_05_23.md,1234,720,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10B_OWNER_WRITE_RPC_EXECUTABLE_IMPLEMENTATION_PACK_2026_05_23.md,1288,853,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10C_OWNER_WRITE_RPC_SQL_UAT_RESULT_INTAKE_2026_05_24.md,536,343,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10D_OWNER_WRITE_RPC_ANON_REVOKE_UAT_BROWSER_EVIDENCE_2026_05_24.md,782,454,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10E_BROWSER_NEGATIVE_UAT_PRODUCTION_GATE_2026_05_24.md,717,467,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10F_NEGATIVE_UAT_PRODUCTION_GATE_2026_05_24.md,861,521,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10G_ACTUAL_NEGATIVE_UAT_EVIDENCE_2026_05_24.md,1078,658,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10G_OR_FINAL_GATE_2026_05_24.md,718,419,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10I_ACTUAL_NEGATIVE_UAT_RESULT_INTAKE_2026_05_24.md,458,329,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J_2026_05_24.md,1260,655,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J_AFTER_10J0A_2026_05_24.md,922,587,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J_AFTER_10J0B_2026_05_24.md,881,585,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J_AFTER_10J0D_2026_05_24.md,699,467,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J0C_TO_10J_2026_05_24.md,769,532,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J0G_2026_05_25.md,695,460,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J0H_2026_05_25.md,839,516,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J0I_2026_05_25.md,1143,681,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10J0M_2026_05_25.md,563,354,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_DEVELOPMENT_10L1_2026_05_25.md,407,277,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_EXTERNAL_SERVICES_PRAYER_TIMES_RESILIENCE_2026_05_30.md,878,572,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_EXTERNAL_SERVICES_PRAYER_TIMES_RESILIENCE_UAT_RESULT_INTAKE_2026_05_30.md,1071,656,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_CENSUS_RESULT_2026_05_29.md,707,401,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_OWNER_BOOTSTRAP_2026_05_29.md,613,393,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_OWNER_READ_UAT_2026_05_29.md,989,601,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_RUNTIME_SOURCE_CERTIFICATION_400_ROOT_FIX_2026_05_29.md,927,599,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_RUNTIME_SOURCE_CERTIFICATION_2026_05_29.md,1409,823,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_SCHEMA_BOOTSTRAP_RESULT_2026_05_29.md,768,451,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_STRICT_CONSOLE_EXTERNAL_ERROR_TRIAGE_2026_05_30.md,715,412,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_NAVIGATION_STRICT_CONSOLE_OR_CLOSURE_2026_05_30.md,966,563,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_PUBLIC_RUNTIME_CONSOLIDATION_2026_05_30.md,1109,660,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_PUBLIC_SCHEMA_V4_2026_06_05.md,996,583,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PLATFORM_PUBLIC_SCHEMA_V4_REMEDIATION_2026_06_05.md,258,199,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_LEGACY_DEPENDENCY_REDUCTION_2026_05_29.md,764,442,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_LEGACY_EXACT_BODY_MAPPING_GAP_RESULT_INTAKE_2026_05_29.md,743,437,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_LEGACY_FINAL_DEPENDENCY_CLOSURE_2026_05_29.md,626,385,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_LEGACY_RUNTIME_DEPENDENCY_CLASSIFIER_2026_05_29.md,787,462,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SCHEMA_PHASE1_COMPILE_AND_SQL12_SCOPE_HOTFIX_2026_05_23.md,351,262,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SCHEMA_PHASE1_PLATFORM_SHELL_SITE_CONTENT_ADAPTER_REMEDIATION_BROWSER_CONSOLE_UAT_2026_05_23.md,532,355,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SCHEMA_PHASE1_RETEST_RESULT_INTAKE_2026_05_23.md,1274,728,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SCHEMA_PHASE2_RBAC_ADAPTER_REMEDIATION_2026_05_23.md,1242,646,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SCHEMA_PHASE2_RBAC_AFTER_IMPLEMENTATION_2026_05_23.md,732,462,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SCHEMA_PHASE2_RBAC_REMEDIATION_2026_05_23.md,816,447,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SERVICES_LEGACY_COMPATIBILITY_REPAIR_2026_05_30.md,925,548,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SERVICES_ROOT_CUTOVER_ANALYZER_RUNTIME_CLOSURE_2026_05_30.md,1315,694,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SERVICES_ROOT_CUTOVER_BROWSER_UAT_2026_05_30.md,1229,665,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SERVICES_ROUTE_ALIAS_CANONICALIZATION_REPAIR_2026_05_30.md,831,441,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PUBLIC_SERVICES_RUNTIME_SOURCE_ROOT_CUTOVER_2026_05_30.md,989,579,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PWF_SIS_04_1_N2_43.md,1052,615,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PWF_SIS_04_2_N2_44.md,618,416,quarantine,historical_root_document
NEXT_SESSION_PROMPT_PWF_SIS_05_N2_45.md,693,490,quarantine,historical_root_document
NEXT_SESSION_PROMPT_SERVICE_CENTER_OWNERSHIP_VERIFICATION_RUNTIME_SOURCE_CLOSURE_2026_05_31.md,989,636,quarantine,historical_root_document
NEXT_SESSION_PROMPT_SERVICE_CENTER_PUBLIC_REQUEST_SUBMIT_RETEST_2026_05_31.md,1178,631,quarantine,historical_root_document
NEXT_SESSION_PROMPT_SERVICE_CENTER_RUNTIME_EVIDENCE_INTAKE_2026_05_31.md,741,436,quarantine,historical_root_document
NEXT_SESSION_PROMPT_V4_WAVE1_DEPENDENCY_REMEDIATION_2026_06_01.md,742,458,quarantine,historical_root_document
NEXT_SESSION_PROMPT_V4_WAVE1_RUNTIME_DEPENDENCY_REMEDIATION_2026_05_31.md,770,461,quarantine,historical_root_document
NEXT_SESSION_PROMPT_ZAKAT_DOMAIN_OWNERSHIP_SQL_BROWSER_UAT_2026_05_22.md,731,474,quarantine,historical_root_document
NEXT_STEPS.md,431,286,quarantine,loose_root_document_replaced_by_summary
OPERATIONAL_READINESS_SUMMARY_DATABASE_WAVE_B1A_CONTROLLED_MEDIA_IMPORT_SEED_CONTRACT_REVIEW.md,1171,606,quarantine,loose_root_document_replaced_by_summary
OPERATIONAL_READINESS_SUMMARY_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_CONTRACT_APPROVAL.md,689,418,quarantine,loose_root_document_replaced_by_summary
OPERATIONAL_READINESS_SUMMARY_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_DRAFT.md,605,343,quarantine,loose_root_document_replaced_by_summary
OPERATIONAL_READINESS_SUMMARY_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_LOCATIONS_AUTHORITY.md,1236,584,quarantine,loose_root_document_replaced_by_summary
OPERATIONAL_READINESS_SUMMARY_DATABASE_WAVE_B1A_MEDIA_LOCATIONS.md,1420,666,quarantine,loose_root_document_replaced_by_summary
OPERATIONAL_READINESS_SUMMARY_DATABASE_WAVE_B1A_SERVICES_CLOSURE.md,1173,629,quarantine,loose_root_document_replaced_by_summary
OWNER_WRITE_RPC_BODY_REVIEW_CONTRACT_PLATFORM_DEVELOPMENT_9E_2026_05_23.md,3228,1337,quarantine,loose_root_document_replaced_by_summary
OWNER_WRITE_RPC_DESIGN_PUBLIC_SCHEMA_PHASE3_2026_05_23.md,2366,1013,quarantine,loose_root_document_replaced_by_summary
OWNER_WRITE_RPC_EXACT_BODY_DRAFT_GATE_PLATFORM_DEVELOPMENT_9F_2026_05_23.md,3152,1249,quarantine,loose_root_document_replaced_by_summary
OWNER_WRITE_RPC_EXACT_BODY_SUBMISSION_PACK_PLATFORM_DEVELOPMENT_10_2026_05_23.md,2693,1018,quarantine,loose_root_document_replaced_by_summary
OWNER_WRITE_RPC_IMPLEMENTATION_PREFLIGHT_REVIEW_PLATFORM_DEVELOPMENT_9D_2026_05_23.md,1354,654,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_CONTROLLED_FLUTTER_MEDIA_RUNTIME_REROUTE.md,1418,511,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_CONTROLLED_MEDIA_IMPORT_SEED_CONTRACT_REVIEW.md,1383,417,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_FLUTTER_MEDIA_RUNTIME_REROUTE_RESULT_INTAKE.md,1567,557,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_CONTRACT_APPROVAL.md,1611,511,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_DRAFT.md,853,337,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_MEDIA_BOOTSTRAP_LOCATIONS_AUTHORITY.md,1385,475,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_MEDIA_LOCATIONS_READINESS.md,1334,483,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_DATABASE_WAVE_B1A_SERVICES_CLOSURE_PACK.md,639,313,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_PLATFORM_DEVELOPMENT_10J0E_2026_05_24.md,984,481,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_PLATFORM_DEVELOPMENT_10J0F_2026_05_24.md,1437,610,quarantine,loose_root_document_replaced_by_summary
PACKAGE_MANIFEST_PLATFORM_NAVIGATION_RUNTIME_SOURCE_CERTIFICATION_EVIDENCE_INTAKE_2026_05_30.md,829,465,quarantine,loose_root_document_replaced_by_summary
PALWAKF_PLATFORM_COMPREHENSIVE_GUIDE.md.APPEND_PUBLIC_RUNTIME_ROOT_CAUSE_RETEST_2026_05_21.md,1449,726,quarantine,loose_root_document_replaced_by_summary
PALWAKF_PLATFORM_COMPREHENSIVE_GUIDE_APPENDIX.md,372,238,quarantine,loose_root_document_replaced_by_summary
PALWAKF_PLATFORM_COMPREHENSIVE_GUIDE_V4_WAVE1_ADDENDUM.md,699,412,quarantine,loose_root_document_replaced_by_summary
PALWAKF_PLATFORM_COMPREHENSIVE_GUIDE_V4_WAVE1_EXACT_EXPORT_RESULT_ADDENDUM.md,410,274,quarantine,loose_root_document_replaced_by_summary
PALWAKF_PLATFORM_COMPREHENSIVE_GUIDE_V4_WAVE1_RUNTIME_REMEDIATION_ADDENDUM.md,532,335,quarantine,loose_root_document_replaced_by_summary
PLATFORM_ANALYZER_EXCEPTION_REGISTER_MEDIA_CENTER_AWQAF_ASSIST_2026_05_31.md,1735,867,quarantine,loose_root_document_replaced_by_summary
PLATFORM_DEVELOPMENT_10B_OWNER_WRITE_RPC_EXECUTABLE_IMPLEMENTATION_PACK_2026_05_24.md,1541,786,quarantine,loose_root_document_replaced_by_summary
